allowEditableEmbedding	allowOutlines	allowPDFEmbedding	fontFamily	fontStyleName	fontStyleNameNative	fontType	name	fullName	fullNameNative	postscriptName
True	True	True	Noto Sans Armenian	Bold	Bold	k.TrueType	Noto Sans Armenian	Bold	Noto Sans Armenian Bold	Noto Sans Armenian Bold	
True	True	True	Noto Sans Armenian	ExtraBold	ExtraBold	k.TrueType	Noto Sans Armenian	ExtraBold	Noto Sans Armenian ExtraBold	Noto Sans Armenian ExtraBold	
True	True	True	Noto Sans Armenian	Black	Black	k.TrueType	Noto Sans Armenian	Black	Noto Sans Armenian Black	Noto Sans Armenian Black	
True	True	True	Noto Sans Avestan	Regular	Regular	k.TrueType	Noto Sans Avestan	Regular	Noto Sans Avestan Regular	Noto Sans Avestan Regular	
True	True	True	Noto Sans Bamum	Regular	Regular	k.TrueType	Noto Sans Bamum	Regular	Noto Sans Bamum Regular	Noto Sans Bamum Regular	
True	True	True	Noto Sans Bassa Vah	Regular	Regular	k.TrueType	Noto Sans Bassa Vah	Regular	Noto Sans Bassa Vah Regular	Noto Sans Bassa Vah Regular	
True	True	True	Noto Sans Batak	Regular	Regular	k.TrueType	Noto Sans Batak	Regular	Noto Sans Batak Regular	Noto Sans Batak Regular	
True	True	True	Noto Sans Bhaiksuki	Regular	Regular	k.TrueType	Noto Sans Bhaiksuki	Regular	Noto Sans Bhaiksuki Regular	Noto Sans Bhaiksuki Regular	
True	True	True	Noto Sans Brahmi	Regular	Regular	k.TrueType	Noto Sans Brahmi	Regular	Noto Sans Brahmi Regular	Noto Sans Brahmi Regular	
True	True	True	Noto Sans Buginese	Regular	Regular	k.TrueType	Noto Sans Buginese	Regular	Noto Sans Buginese Regular	Noto Sans Buginese Regular	
True	True	True	Noto Sans Buhid	Regular	Regular	k.TrueType	Noto Sans Buhid	Regular	Noto Sans Buhid Regular	Noto Sans Buhid Regular	
True	True	True	Noto Sans Carian	Regular	Regular	k.TrueType	Noto Sans Carian	Regular	Noto Sans Carian Regular	Noto Sans Carian Regular	
True	True	True	Noto Sans Caucasian Albanian	Regular	Regular	k.TrueType	Noto Sans Caucasian Albanian	Regular	Noto Sans Caucasian Albanian Regular	Noto Sans Caucasian Albanian Regular	
True	True	True	Noto Sans Chakma	Regular	Regular	k.TrueType	Noto Sans Chakma	Regular	Noto Sans Chakma Regular	Noto Sans Chakma Regular	
True	True	True	Noto Sans Cham	Regular	Regular	k.TrueType	Noto Sans Cham	Regular	Noto Sans Cham Regular	Noto Sans Cham Regular	
True	True	True	Noto Sans Coptic	Regular	Regular	k.TrueType	Noto Sans Coptic	Regular	Noto Sans Coptic Regular	Noto Sans Coptic Regular	
True	True	True	Noto Sans Cuneiform	Regular	Regular	k.TrueType	Noto Sans Cuneiform	Regular	Noto Sans Cuneiform Regular	Noto Sans Cuneiform Regular	
True	True	True	Noto Sans Cypriot	Regular	Regular	k.TrueType	Noto Sans Cypriot	Regular	Noto Sans Cypriot Regular	Noto Sans Cypriot Regular	
True	True	True	Noto Sans Duployan	Regular	Regular	k.TrueType	Noto Sans Duployan	Regular	Noto Sans Duployan Regular	Noto Sans Duployan Regular	
True	True	True	Noto Sans Egyptian Hieroglyphs	Regular	Regular	k.TrueType	Noto Sans Egyptian Hieroglyphs	Regular	Noto Sans Egyptian Hieroglyphs Regular	Noto Sans Egyptian Hieroglyphs Regular	
True	True	True	Noto Sans Elbasan	Regular	Regular	k.TrueType	Noto Sans Elbasan	Regular	Noto Sans Elbasan Regular	Noto Sans Elbasan Regular	
True	True	True	Noto Sans Glagolitic	Regular	Regular	k.TrueType	Noto Sans Glagolitic	Regular	Noto Sans Glagolitic Regular	Noto Sans Glagolitic Regular	
True	True	True	Noto Sans Gothic	Regular	Regular	k.TrueType	Noto Sans Gothic	Regular	Noto Sans Gothic Regular	Noto Sans Gothic Regular	
True	True	True	Noto Sans Hanifi Rohingya	Regular	Regular	k.TrueType	Noto Sans Hanifi Rohingya	Regular	Noto Sans Hanifi Rohingya Regular	Noto Sans Hanifi Rohingya Regular	
True	True	True	Noto Sans Hanunoo	Regular	Regular	k.TrueType	Noto Sans Hanunoo	Regular	Noto Sans Hanunoo Regular	Noto Sans Hanunoo Regular	
True	True	True	Noto Sans Hatran	Regular	Regular	k.TrueType	Noto Sans Hatran	Regular	Noto Sans Hatran Regular	Noto Sans Hatran Regular	
True	True	True	Noto Sans Imperial Aramaic	Regular	Regular	k.TrueType	Noto Sans Imperial Aramaic	Regular	Noto Sans Imperial Aramaic Regular	Noto Sans Imperial Aramaic Regular	
True	True	True	Noto Sans Inscriptional Pahlavi	Regular	Regular	k.TrueType	Noto Sans Inscriptional Pahlavi	Regular	Noto Sans Inscriptional Pahlavi Regular	Noto Sans Inscriptional Pahlavi Regular	
True	True	True	Noto Sans Inscriptional Parthian	Regular	Regular	k.TrueType	Noto Sans Inscriptional Parthian	Regular	Noto Sans Inscriptional Parthian Regular	Noto Sans Inscriptional Parthian Regular	
True	True	True	Noto Sans Javanese	Regular	Regular	k.OpenType_CFF	Noto Sans Javanese	Regular	Noto Sans Javanese	Noto Sans Javanese	
True	True	True	Noto Sans Kaithi	Regular	Regular	k.TrueType	Noto Sans Kaithi	Regular	Noto Sans Kaithi Regular	Noto Sans Kaithi Regular	
True	True	True	Noto Sans Kayah Li	Regular	Regular	k.TrueType	Noto Sans Kayah Li	Regular	Noto Sans Kayah Li Regular	Noto Sans Kayah Li Regular	
True	True	True	Noto Sans Kharoshthi	Regular	Regular	k.TrueType	Noto Sans Kharoshthi	Regular	Noto Sans Kharoshthi Regular	Noto Sans Kharoshthi Regular	
True	True	True	Noto Sans Khojki	Regular	Regular	k.TrueType	Noto Sans Khojki	Regular	Noto Sans Khojki Regular	Noto Sans Khojki Regular	
True	True	True	Noto Sans Khudawadi	Regular	Regular	k.TrueType	Noto Sans Khudawadi	Regular	Noto Sans Khudawadi Regular	Noto Sans Khudawadi Regular	
True	True	True	Noto Sans Lepcha	Regular	Regular	k.TrueType	Noto Sans Lepcha	Regular	Noto Sans Lepcha Regular	Noto Sans Lepcha Regular	
True	True	True	Noto Sans Limbu	Regular	Regular	k.TrueType	Noto Sans Limbu	Regular	Noto Sans Limbu Regular	Noto Sans Limbu Regular	
True	True	True	Noto Sans Linear A	Regular	Regular	k.TrueType	Noto Sans Linear A	Regular	Noto Sans Linear A Regular	Noto Sans Linear A Regular	
True	True	True	Noto Sans Linear B	Regular	Regular	k.TrueType	Noto Sans Linear B	Regular	Noto Sans Linear B Regular	Noto Sans Linear B Regular	
True	True	True	Noto Sans Lisu	Regular	Regular	k.TrueType	Noto Sans Lisu	Regular	Noto Sans Lisu Regular	Noto Sans Lisu Regular	
True	True	True	Noto Sans Lycian	Regular	Regular	k.TrueType	Noto Sans Lycian	Regular	Noto Sans Lycian Regular	Noto Sans Lycian Regular	
True	True	True	Noto Sans Lydian	Regular	Regular	k.TrueType	Noto Sans Lydian	Regular	Noto Sans Lydian Regular	Noto Sans Lydian Regular	
True	True	True	Noto Sans Mahajani	Regular	Regular	k.TrueType	Noto Sans Mahajani	Regular	Noto Sans Mahajani Regular	Noto Sans Mahajani Regular	
True	True	True	Noto Sans Mandaic	Regular	Regular	k.TrueType	Noto Sans Mandaic	Regular	Noto Sans Mandaic Regular	Noto Sans Mandaic Regular	
True	True	True	Noto Sans Manichaean	Regular	Regular	k.TrueType	Noto Sans Manichaean	Regular	Noto Sans Manichaean Regular	Noto Sans Manichaean Regular	
True	True	True	Noto Sans Marchen	Regular	Regular	k.TrueType	Noto Sans Marchen	Regular	Noto Sans Marchen Regular	Noto Sans Marchen Regular	
True	True	True	Noto Sans Meetei Mayek	Regular	Regular	k.TrueType	Noto Sans Meetei Mayek	Regular	Noto Sans Meetei Mayek Regular	Noto Sans Meetei Mayek Regular	
True	True	True	Noto Sans Mende Kikakui	Regular	Regular	k.TrueType	Noto Sans Mende Kikakui	Regular	Noto Sans Mende Kikakui Regular	Noto Sans Mende Kikakui Regular	
True	True	True	Noto Sans Meroitic	Regular	Regular	k.TrueType	Noto Sans Meroitic	Regular	Noto Sans Meroitic Regular	Noto Sans Meroitic Regular	
True	True	True	Noto Sans Miao	Regular	Regular	k.TrueType	Noto Sans Miao	Regular	Noto Sans Miao Regular	Noto Sans Miao Regular	
True	True	True	Noto Sans Modi	Regular	Regular	k.TrueType	Noto Sans Modi	Regular	Noto Sans Modi Regular	Noto Sans Modi Regular	
True	True	True	Noto Sans Mongolian	Regular	Regular	k.TrueType	Noto Sans Mongolian	Regular	Noto Sans Mongolian	Noto Sans Mongolian	
True	True	True	Noto Sans Mro	Regular	Regular	k.TrueType	Noto Sans Mro	Regular	Noto Sans Mro Regular	Noto Sans Mro Regular	
True	True	True	Noto Sans Multani	Regular	Regular	k.TrueType	Noto Sans Multani	Regular	Noto Sans Multani Regular	Noto Sans Multani Regular	
True	True	True	Noto Sans Nabataean	Regular	Regular	k.TrueType	Noto Sans Nabataean	Regular	Noto Sans Nabataean Regular	Noto Sans Nabataean Regular	
True	True	True	Noto Sans New Tai Lue	Regular	Regular	k.TrueType	Noto Sans New Tai Lue	Regular	Noto Sans New Tai Lue Regular	Noto Sans New Tai Lue Regular	
True	True	True	Noto Sans Newa	Regular	Regular	k.TrueType	Noto Sans Newa	Regular	Noto Sans Newa Regular	Noto Sans Newa Regular	
True	True	True	Noto Sans NKo	Regular	Regular	k.TrueType	Noto Sans NKo	Regular	Noto Sans NKo Regular	Noto Sans NKo Regular	
True	True	True	Noto Sans Ogham	Regular	Regular	k.TrueType	Noto Sans Ogham	Regular	Noto Sans Ogham Regular	Noto Sans Ogham Regular	
True	True	True	Noto Sans Ol Chiki	Regular	Regular	k.TrueType	Noto Sans Ol Chiki	Regular	Noto Sans Ol Chiki Regular	Noto Sans Ol Chiki Regular	
True	True	True	Noto Sans Old Hungarian	Regular	Regular	k.TrueType	Noto Sans Old Hungarian	Regular	Noto Sans Old Hungarian Regular	Noto Sans Old Hungarian Regular	
True	True	True	Noto Sans Old Italic	Regular	Regular	k.TrueType	Noto Sans Old Italic	Regular	Noto Sans Old Italic Regular	Noto Sans Old Italic Regular	
True	True	True	Noto Sans Old North Arabian	Regular	Regular	k.TrueType	Noto Sans Old North Arabian	Regular	Noto Sans Old North Arabian Regular	Noto Sans Old North Arabian Regular	
True	True	True	Noto Sans Old Permic	Regular	Regular	k.TrueType	Noto Sans Old Permic	Regular	Noto Sans Old Permic Regular	Noto Sans Old Permic Regular	
True	True	True	Noto Sans Old Persian	Regular	Regular	k.TrueType	Noto Sans Old Persian	Regular	Noto Sans Old Persian Regular	Noto Sans Old Persian Regular	
True	True	True	Noto Sans Old South Arabian	Regular	Regular	k.TrueType	Noto Sans Old South Arabian	Regular	Noto Sans Old South Arabian Regular	Noto Sans Old South Arabian Regular	
True	True	True	Noto Sans Old Turkic	Regular	Regular	k.TrueType	Noto Sans Old Turkic	Regular	Noto Sans Old Turkic Regular	Noto Sans Old Turkic Regular	
True	True	True	Noto Sans Osage	Regular	Regular	k.TrueType	Noto Sans Osage	Regular	Noto Sans Osage Regular	Noto Sans Osage Regular	
True	True	True	Noto Sans Osmanya	Regular	Regular	k.TrueType	Noto Sans Osmanya	Regular	Noto Sans Osmanya Regular	Noto Sans Osmanya Regular	
True	True	True	Noto Sans Pahawh Hmong	Regular	Regular	k.TrueType	Noto Sans Pahawh Hmong	Regular	Noto Sans Pahawh Hmong Regular	Noto Sans Pahawh Hmong Regular	
True	True	True	Noto Sans Palmyrene	Regular	Regular	k.TrueType	Noto Sans Palmyrene	Regular	Noto Sans Palmyrene Regular	Noto Sans Palmyrene Regular	
True	True	True	Noto Sans Pau Cin Hau	Regular	Regular	k.TrueType	Noto Sans Pau Cin Hau	Regular	Noto Sans Pau Cin Hau Regular	Noto Sans Pau Cin Hau Regular	
True	True	True	Noto Sans PhagsPa	Regular	Regular	k.TrueType	Noto Sans PhagsPa	Regular	Noto Sans PhagsPa Regular	Noto Sans PhagsPa Regular	
True	True	True	Noto Sans Phoenician	Regular	Regular	k.TrueType	Noto Sans Phoenician	Regular	Noto Sans Phoenician Regular	Noto Sans Phoenician Regular	
True	True	True	Noto Sans Psalter Pahlavi	Regular	Regular	k.TrueType	Noto Sans Psalter Pahlavi	Regular	Noto Sans Psalter Pahlavi Regular	Noto Sans Psalter Pahlavi Regular	
True	True	True	Noto Sans Rejang	Regular	Regular	k.TrueType	Noto Sans Rejang	Regular	Noto Sans Rejang Regular	Noto Sans Rejang Regular	
True	True	True	Noto Sans Runic	Regular	Regular	k.TrueType	Noto Sans Runic	Regular	Noto Sans Runic Regular	Noto Sans Runic Regular	
True	True	True	Noto Sans Samaritan	Regular	Regular	k.TrueType	Noto Sans Samaritan	Regular	Noto Sans Samaritan Regular	Noto Sans Samaritan Regular	
True	True	True	Noto Sans Saurashtra	Regular	Regular	k.TrueType	Noto Sans Saurashtra	Regular	Noto Sans Saurashtra Regular	Noto Sans Saurashtra Regular	
True	True	True	Noto Sans Sharada	Regular	Regular	k.TrueType	Noto Sans Sharada	Regular	Noto Sans Sharada Regular	Noto Sans Sharada Regular	
True	True	True	Noto Sans Shavian	Regular	Regular	k.TrueType	Noto Sans Shavian	Regular	Noto Sans Shavian Regular	Noto Sans Shavian Regular	
True	True	True	Noto Sans Siddham	Regular	Regular	k.TrueType	Noto Sans Siddham	Regular	Noto Sans Siddham Regular	Noto Sans Siddham Regular	
True	True	True	Noto Sans Sora Sompeng	Regular	Regular	k.TrueType	Noto Sans Sora Sompeng	Regular	Noto Sans Sora Sompeng Regular	Noto Sans Sora Sompeng Regular	
True	True	True	Noto Sans Sundanese	Regular	Regular	k.TrueType	Noto Sans Sundanese	Regular	Noto Sans Sundanese Regular	Noto Sans Sundanese Regular	
True	True	True	Noto Sans Syloti Nagri	Regular	Regular	k.TrueType	Noto Sans Syloti Nagri	Regular	Noto Sans Syloti Nagri Regular	Noto Sans Syloti Nagri Regular	
True	True	True	Noto Sans Syriac	Regular	Regular	k.TrueType	Noto Sans Syriac	Regular	Noto Sans Syriac Regular	Noto Sans Syriac Regular	
True	True	True	Noto Sans Tagalog	Regular	Regular	k.TrueType	Noto Sans Tagalog	Regular	Noto Sans Tagalog Regular	Noto Sans Tagalog Regular	
True	True	True	Noto Sans Tagbanwa	Regular	Regular	k.TrueType	Noto Sans Tagbanwa	Regular	Noto Sans Tagbanwa Regular	Noto Sans Tagbanwa Regular	
True	True	True	Noto Sans Tai Le	Regular	Regular	k.TrueType	Noto Sans Tai Le	Regular	Noto Sans Tai Le Regular	Noto Sans Tai Le Regular	
True	True	True	Noto Sans Tai Tham	Regular	Regular	k.TrueType	Noto Sans Tai Tham	Regular	Noto Sans Tai Tham	Noto Sans Tai Tham	
True	True	True	Noto Sans Tai Viet	Regular	Regular	k.TrueType	Noto Sans Tai Viet	Regular	Noto Sans Tai Viet Regular	Noto Sans Tai Viet Regular	
True	True	True	Noto Sans Takri	Regular	Regular	k.TrueType	Noto Sans Takri	Regular	Noto Sans Takri Regular	Noto Sans Takri Regular	
True	True	True	Noto Sans Thaana	Regular	Regular	k.TrueType	Noto Sans Thaana	Regular	Noto Sans Thaana Regular	Noto Sans Thaana Regular	
True	True	True	Noto Sans Tifinagh	Regular	Regular	k.TrueType	Noto Sans Tifinagh	Regular	Noto Sans Tifinagh Regular	Noto Sans Tifinagh Regular	
True	True	True	Noto Sans Tirhuta	Regular	Regular	k.TrueType	Noto Sans Tirhuta	Regular	Noto Sans Tirhuta Regular	Noto Sans Tirhuta Regular	
True	True	True	Noto Sans Ugaritic	Regular	Regular	k.TrueType	Noto Sans Ugaritic	Regular	Noto Sans Ugaritic Regular	Noto Sans Ugaritic Regular	
True	True	True	Noto Sans Vai	Regular	Regular	k.TrueType	Noto Sans Vai	Regular	Noto Sans Vai Regular	Noto Sans Vai Regular	
True	True	True	Noto Sans Wancho	Regular	Regular	k.TrueType	Noto Sans Wancho	Regular	Noto Sans Wancho Regular	Noto Sans Wancho Regular	
True	True	True	Noto Sans Warang Citi	Regular	Regular	k.TrueType	Noto Sans Warang Citi	Regular	Noto Sans Warang Citi Regular	Noto Sans Warang Citi Regular	
True	True	True	Noto Serif Ahom	Regular	Regular	k.TrueType	Noto Serif Ahom	Regular	Noto Serif Ahom Regular	Noto Serif Ahom Regular	
True	True	True	Noto Serif Balinese	Regular	Regular	k.TrueType	Noto Serif Balinese	Regular	Noto Serif Balinese Regular	Noto Serif Balinese Regular	
True	True	True	OCR B Std	Regular	Regular	k.OpenType_CFF	OCR B Std	Regular	OCR B Std	OCR B Std	
True	True	True	Optima	Regular	Regular	k.TrueType	Optima	Regular	Optima Regular	Optima Regular	
True	True	True	Optima	Italic	Italic	k.TrueType	Optima	Italic	Optima Italic	Optima Italic	
True	True	True	Optima	Bold	Bold	k.TrueType	Optima	Bold	Optima Bold	Optima Bold	
True	True	True	Optima	Bold Italic	Bold Italic	k.TrueType	Optima	Bold Italic	Optima Bold Italic	Optima Bold Italic	
True	True	True	Optima	ExtraBlack	ExtraBlack	k.TrueType	Optima	ExtraBlack	Optima ExtraBlack	Optima ExtraBlack	
False	True	True	Palatino	Regular	Regular	k.TrueType	Palatino	Regular	Palatino	Palatino	
False	True	True	Palatino	Italic	Italic	k.TrueType	Palatino	Italic	Palatino Italic	Palatino Italic	
False	True	True	Palatino	Bold	Bold	k.TrueType	Palatino	Bold	Palatino Bold	Palatino Bold	
False	True	True	Palatino	Bold Italic	Bold Italic	k.TrueType	Palatino	Bold Italic	Palatino Bold Italic	Palatino Bold Italic	
False	True	True	Papyrus	Condensed	Condensed	k.TrueType	Papyrus	Condensed	Papyrus Condensed	Papyrus Condensed	
True	True	True	Papyrus	Regular	Regular	k.TrueType	Papyrus	Regular	Papyrus	Papyrus	
False	True	True	Party LET	Plain	Plain	k.TrueType	Party LET	Plain	Party LET Plain	Party LET Plain	
False	True	True	Phosphate	Inline	Inline	k.TrueType	Phosphate	Inline	Phosphate Inline	Phosphate Inline	
False	True	True	Phosphate	Solid	Solid	k.TrueType	Phosphate	Solid	Phosphate Solid	Phosphate Solid	
True	True	True	Plantagenet Cherokee	Regular	Regular	k.TrueType	Plantagenet Cherokee	Regular	Plantagenet Cherokee	Plantagenet Cherokee	
True	True	True	PT Mono	Regular	Regular	k.TrueType	PT Mono	Regular	PT Mono	PT Mono	
True	True	True	PT Mono	Bold	Bold	k.TrueType	PT Mono	Bold	PT Mono Bold	PT Mono Bold	
True	True	True	PT Sans	Regular	Regular	k.TrueType	PT Sans	Regular	PT Sans	PT Sans	
True	True	True	PT Sans	Italic	Italic	k.TrueType	PT Sans	Italic	PT Sans Italic	PT Sans Italic	
True	True	True	PT Sans	Bold	Bold	k.TrueType	PT Sans	Bold	PT Sans Bold	PT Sans Bold	
True	True	True	PT Sans	Bold Italic	Bold Italic	k.TrueType	PT Sans	Bold Italic	PT Sans Bold Italic	PT Sans Bold Italic	
True	True	True	PT Sans Caption	Regular	Regular	k.TrueType	PT Sans Caption	Regular	PT Sans Caption	PT Sans Caption	
True	True	True	PT Sans Caption	Bold	Bold	k.TrueType	PT Sans Caption	Bold	PT Sans Caption Bold	PT Sans Caption Bold	
True	True	True	PT Sans Narrow	Regular	Regular	k.TrueType	PT Sans Narrow	Regular	PT Sans Narrow	PT Sans Narrow	
True	True	True	PT Sans Narrow	Bold	Bold	k.TrueType	PT Sans Narrow	Bold	PT Sans Narrow Bold	PT Sans Narrow Bold	
True	True	True	PT Serif	Regular	Regular	k.TrueType	PT Serif	Regular	PT Serif	PT Serif	
True	True	True	PT Serif	Italic	Italic	k.TrueType	PT Serif	Italic	PT Serif Italic	PT Serif Italic	
True	True	True	PT Serif	Bold	Bold	k.TrueType	PT Serif	Bold	PT Serif Bold	PT Serif Bold	
True	True	True	PT Serif	Bold Italic	Bold Italic	k.TrueType	PT Serif	Bold Italic	PT Serif Bold Italic	PT Serif Bold Italic	
True	True	True	PT Serif Caption	Regular	Regular	k.TrueType	PT Serif Caption	Regular	PT Serif Caption	PT Serif Caption	
True	True	True	PT Serif Caption	Italic	Italic	k.TrueType	PT Serif Caption	Italic	PT Serif Caption Italic	PT Serif Caption Italic	
False	True	True	Rockwell	Regular	Regular	k.OpenType_TT	Rockwell	Regular	Rockwell	Rockwell	
False	True	True	Rockwell	Italic	Italic	k.OpenType_TT	Rockwell	Italic	Rockwell Italic	Rockwell Italic	
False	True	True	Rockwell	Bold	Bold	k.OpenType_TT	Rockwell	Bold	Rockwell-Bold	Rockwell-Bold	
False	True	True	Rockwell	Bold Italic	Bold Italic	k.OpenType_TT	Rockwell	Bold Italic	Rockwell Bold Italic	Rockwell Bold Italic	
True	True	True	Sathu	Regular	Regular	k.TrueType	Sathu	Regular	Sathu	Sathu	
False	True	True	Savoye LET	Plain	Plain	k.TrueType	Savoye LET	Plain	Savoye LET Plain:1.0	Savoye LET Plain:1.0	
False	True	True	Seravek	ExtraLight	ExtraLight	k.TrueType	Seravek	ExtraLight	Seravek ExtraLight	Seravek ExtraLight	
False	True	True	Seravek	ExtraLight Italic	ExtraLight Italic	k.TrueType	Seravek	ExtraLight Italic	Seravek ExtraLight Italic	Seravek ExtraLight Italic	
False	True	True	Seravek	Light	Light	k.TrueType	Seravek	Light	Seravek Light	Seravek Light	
False	True	True	Seravek	Light Italic	Light Italic	k.TrueType	Seravek	Light Italic	Seravek Light Italic	Seravek Light Italic	
False	True	True	Seravek	Regular	Regular	k.TrueType	Seravek	Regular	Seravek	Seravek	
False	True	True	Seravek	Italic	Italic	k.TrueType	Seravek	Italic	Seravek Italic	Seravek Italic	
False	True	True	Seravek	Medium	Medium	k.TrueType	Seravek	Medium	Seravek Medium	Seravek Medium	
False	True	True	Seravek	Medium Italic	Medium Italic	k.TrueType	Seravek	Medium Italic	Seravek Medium Italic	Seravek Medium Italic	
False	True	True	Seravek	Bold	Bold	k.TrueType	Seravek	Bold	Seravek Bold	Seravek Bold	
False	True	True	Seravek	Bold Italic	Bold Italic	k.TrueType	Seravek	Bold Italic	Seravek Bold Italic	Seravek Bold Italic	
			SF Compact				SF Compact	Regular			
			SF Compact				SF Compact	Regular			
True	True	True	SF Compact Display	Ultralight	Ultralight	k.OpenType_CFF	SF Compact Display	Ultralight	SF Compact Display Ultralight	SF Compact Display Ultralight	
True	True	True	SF Compact Display	Light	Light	k.OpenType_CFF	SF Compact Display	Light	SF Compact Display Light	SF Compact Display Light	
True	True	True	SF Compact Display	Thin	Thin	k.OpenType_CFF	SF Compact Display	Thin	SF Compact Display Thin	SF Compact Display Thin	
True	True	True	SF Compact Display	Regular	Regular	k.OpenType_CFF	SF Compact Display	Regular	SF Compact Display	SF Compact Display	
True	True	True	SF Compact Display	Medium	Medium	k.OpenType_CFF	SF Compact Display	Medium	SF Compact Display Medium	SF Compact Display Medium	
True	True	True	SF Compact Display	Semibold	Semibold	k.OpenType_CFF	SF Compact Display	Semibold	SF Compact Display Semibold	SF Compact Display Semibold	
True	True	True	SF Compact Display	Bold	Bold	k.OpenType_CFF	SF Compact Display	Bold	SF Compact Display Bold	SF Compact Display Bold	
True	True	True	SF Compact Display	Black	Black	k.OpenType_CFF	SF Compact Display	Black	SF Compact Display Black	SF Compact Display Black	
True	True	True	SF Compact Display	Heavy	Heavy	k.OpenType_CFF	SF Compact Display	Heavy	SF Compact Display Heavy	SF Compact Display Heavy	
True	True	True	SF Compact Rounded	Ultralight	Ultralight	k.OpenType_CFF	SF Compact Rounded	Ultralight	SF Compact Rounded Ultralight	SF Compact Rounded Ultralight	
True	True	True	SF Compact Rounded	Thin	Thin	k.OpenType_CFF	SF Compact Rounded	Thin	SF Compact Rounded Thin	SF Compact Rounded Thin	
True	True	True	SF Compact Rounded	Light	Light	k.OpenType_CFF	SF Compact Rounded	Light	SF Compact Rounded Light	SF Compact Rounded Light	
True	True	True	SF Compact Rounded	Regular	Regular	k.OpenType_CFF	SF Compact Rounded	Regular	SF Compact Rounded	SF Compact Rounded	
True	True	True	SF Compact Rounded	Medium	Medium	k.OpenType_CFF	SF Compact Rounded	Medium	SF Compact Rounded Medium	SF Compact Rounded Medium	
True	True	True	SF Compact Rounded	Semibold	Semibold	k.OpenType_CFF	SF Compact Rounded	Semibold	SF Compact Rounded Semibold	SF Compact Rounded Semibold	
True	True	True	SF Compact Rounded	Bold	Bold	k.OpenType_CFF	SF Compact Rounded	Bold	SF Compact Rounded Bold	SF Compact Rounded Bold	
True	True	True	SF Compact Rounded	Heavy	Heavy	k.OpenType_CFF	SF Compact Rounded	Heavy	SF Compact Rounded Heavy	SF Compact Rounded Heavy	
True	True	True	SF Compact Rounded	Black	Black	k.OpenType_CFF	SF Compact Rounded	Black	SF Compact Rounded Black	SF Compact Rounded Black	
True	True	True	SF Compact Text	Ultralight	Ultralight	k.OpenType_CFF	SF Compact Text	Ultralight	SF Compact Text Ultralight	SF Compact Text Ultralight	
True	True	True	SF Compact Text	Ultralight Italic	Ultralight Italic	k.OpenType_CFF	SF Compact Text	Ultralight Italic	SF Compact Text Ultralight Italic	SF Compact Text Ultralight Italic	
True	True	True	SF Compact Text	Thin	Thin	k.OpenType_CFF	SF Compact Text	Thin	SF Compact Text Thin	SF Compact Text Thin	
True	True	True	SF Compact Text	Thin Italic	Thin Italic	k.OpenType_CFF	SF Compact Text	Thin Italic	SF Compact Text Thin Italic	SF Compact Text Thin Italic	
True	True	True	SF Compact Text	Light	Light	k.OpenType_CFF	SF Compact Text	Light	SF Compact Text Light	SF Compact Text Light	
True	True	True	SF Compact Text	Regular	Regular	k.OpenType_CFF	SF Compact Text	Regular	SF Compact Text	SF Compact Text	
True	True	True	SF Compact Text	Italic	Italic	k.OpenType_CFF	SF Compact Text	Italic	SF Compact Text Italic	SF Compact Text Italic	
True	True	True	SF Compact Text	Light Italic	Light Italic	k.OpenType_CFF	SF Compact Text	Light Italic	SF Compact Text Light Italic	SF Compact Text Light Italic	
True	True	True	SF Compact Text	Medium	Medium	k.OpenType_CFF	SF Compact Text	Medium	SF Compact Text Medium	SF Compact Text Medium	
True	True	True	SF Compact Text	Medium Italic	Medium Italic	k.OpenType_CFF	SF Compact Text	Medium Italic	SF Compact Text Medium Italic	SF Compact Text Medium Italic	
True	True	True	SF Compact Text	Semibold	Semibold	k.OpenType_CFF	SF Compact Text	Semibold	SF Compact Text Semibold	SF Compact Text Semibold	
True	True	True	SF Compact Text	Semibold Italic	Semibold Italic	k.OpenType_CFF	SF Compact Text	Semibold Italic	SF Compact Text Semibold Italic	SF Compact Text Semibold Italic	
True	True	True	SF Compact Text	Bold	Bold	k.OpenType_CFF	SF Compact Text	Bold	SF Compact Text Bold	SF Compact Text Bold	
True	True	True	SF Compact Text	Bold Italic	Bold Italic	k.OpenType_CFF	SF Compact Text	Bold Italic	SF Compact Text Bold Italic	SF Compact Text Bold Italic	
True	True	True	SF Compact Text	Black	Black	k.OpenType_CFF	SF Compact Text	Black	SF Compact Text Black	SF Compact Text Black	
True	True	True	SF Compact Text	Heavy	Heavy	k.OpenType_CFF	SF Compact Text	Heavy	SF Compact Text Heavy	SF Compact Text Heavy	
True	True	True	SF Compact Text	Black Italic	Black Italic	k.OpenType_CFF	SF Compact Text	Black Italic	SF Compact Text Black Italic	SF Compact Text Black Italic	
True	True	True	SF Compact Text	Heavy Italic	Heavy Italic	k.OpenType_CFF	SF Compact Text	Heavy Italic	SF Compact Text Heavy Italic	SF Compact Text Heavy Italic	
True	True	True	SF Pro	Regular	Regular	k.TrueType	SF Pro	Regular	SF Pro	SF Pro	
			SF Pro Italic				SF Pro Italic	Regular			
True	True	True	SF Pro Display	Ultralight	Ultralight	k.OpenType_CFF	SF Pro Display	Ultralight	SF Pro Display Ultralight	SF Pro Display Ultralight	
